first_name,last_name,id,email,user_id,age,occupation,financial_goals,risk_tolerance,financial_preference,financial_options,financial_knowledge,investment_period,income_source,income_average,expenses_average,saving_plan,monthly_contribution
Toño,Fernandez,170195,Teyt.ubgjnroxlf@hotmail.com,170195,47,Conserje,Educación,Conservador,Inversión,Otros,Intermedio,9,Ambos,722848,696528,True,62
Felix,Mateo,141873,Epgmfh.hturdaf@gmail.com,141873,35,Piloto,Educación,Conservador,Ahorro,Opción ahorro,Básico,3,Dependiente,439539,404849,True,72
Gala,Castejón,157923,Bpug.kruyhwxzkc@outlook.com,157923,35,Abogado,Vacaciones,Conservador,Ahorro,Opción ahorro,Ninguno,9,Dependiente,817200,514629,True,41
Lucía,Donoso,241505,Wkwc.irwfe@hotmail.com,241505,26,Veterinario,Libertad financiera,Conservador,Inversión,Acciones,Intermedio,6,Independiente,337661,261388,True,73
Roberta,Salinas,482782,Cnmdo.rkyijetodm@outlook.com,482782,25,Fisioterapeuta,Jubilación,Arriesgado,Ahorro,Opción ahorro,Ninguno,3,Ambos,736872,677144,True,14
Miguela,Núñez,663037,Ojfscjg.lzwnhppfwx@outlook.com,663037,54,Programador informático,Vacaciones,Arriesgado,Inversión,Acciones,Avanzado,12,Independiente,641788,407165,True,5
Caridad,Iñiguez,580722,Ghfjvo.hfjjpfueno@hotmail.com,580722,33,Otros,Imprevistos,Moderado,Ahorro,Opción ahorro,Ninguno,6,Dependiente,396674,275735,True,66
Gabriela,Luque,889988,Zykppccl.fiuxsqs@gmail.com,889988,68,Personal doméstico,Jubilación,Conservador,Inversión,Acciones,Intermedio,6,Jubilación,372502,334243,True,24
Consuelo,Bautista,592126,Xucbcu.eliryjnw@hotmail.com,592126,50,Economista,Proyectos largo plazo,Arriesgado,Ahorro,Opción ahorro,Intermedio,3,Ambos,788316,535821,True,74
Noé,Martin,590645,Xljfbn.rzylecyk@yahoo.com,590645,30,Otros,Proyectos largo plazo,Conservador,Ahorro,Opción ahorro,Intermedio,9,Jubilación,314389,233404,True,65
Rosenda,Varela,875810,Tlmwymy.kpirszp@gmail.com,875810,40,Modelos de moda,Otros,Moderado,Ahorro,Opción ahorro,Avanzado,6,Ambos,309465,297996,True,93
Tere,Castilla,951602,Vhujyhlg.ettmrbcwmi@gmail.com,951602,49,Ingeniero civil,Libertad financiera,Moderado,Inversión,Otros,Intermedio,12,Dependiente,394237,215823,True,49
María dolores,Cerdán,832552,Fjln.tmdxyuipzy@yahoo.com,832552,64,Otros,Libertad financiera,Arriesgado,Inversión,Otros,Intermedio,9,Independiente,875339,841578,True,37
Maricela,Abellán,985176,Uwewfgjp.hcxhxv@yahoo.com,985176,27,Técnico,Vacaciones,Arriesgado,Inversión,ETFS,Avanzado,3,Ambos,282667,234657,True,6
Eli,Martin,149287,Olcmasil.jtoosiky@yahoo.com,149287,20,Coreógrafo,Vacaciones,Conservador,Ahorro,Opción ahorro,Básico,9,Dependiente,287813,239407,True,74
Carina,Hernando,213387,Uajpn.tepqitmsk@yahoo.com,213387,24,Piloto,Otros,Conservador,Inversión,ETFS,Intermedio,12,Dependiente,536766,298942,True,65
Casandra,Guijarro,945842,Djvliln.juvxy@gmail.com,945842,46,Agente de seguros,Vacaciones,Conservador,Ahorro,Opción ahorro,Básico,3,Dependiente,620994,379477,True,27
Hernán,Baquero,557378,Ujygbyu.hymzsfq@gmail.com,557378,60,Físicos,Jubilación,Moderado,Inversión,ETFS,Ninguno,6,Ambos,490910,264046,True,75
Corona,Blazquez,125549,Zqigc.uoaoxyvtor@hotmail.com,125549,38,Fotógrafo,Otros,Moderado,Inversión,CDEARS,Intermedio,6,Ambos,899213,656627,True,76
Ignacio,Riquelme,800681,Tcyph.iplnfjsw@outlook.com,800681,23,Estudiante,Libertad financiera,Arriesgado,Ahorro,Opción ahorro,Básico,12,Independiente,646469,605765,True,55
Macarena,Adadia,333303,Zzsmqtv.aktcd@gmail.com,333303,26,Físicos,Vivienda,Arriesgado,Ahorro,Opción ahorro,Intermedio,3,Dependiente,433662,269627,True,34
Álvaro,Albero,223506,Rrlm.ewgfprl@gmail.com,223506,20,Recepcionista,Educación,Conservador,Ahorro,Opción ahorro,Básico,9,Dependiente,313700,193504,True,80
Eulalia,Vila,408204,Wialksch.wtqpouje@yahoo.com,408204,30,Ingeniero de telecomunicaciones,Jubilación,Arriesgado,Ahorro,Opción ahorro,Avanzado,3,Independiente,446278,276450,True,34
Carmina,Vargas,386587,Oxlbggxz.ndxuwimzn@outlook.com,386587,50,Mecánico,Proyectos largo plazo,Arriesgado,Inversión,Bonos,Ninguno,6,Independiente,655273,434119,True,65
Nicodemo,Sureda,465231,Cdslckyv.zsbkhgs@yahoo.com,465231,49,Bombero,Vacaciones,Conservador,Inversión,Otros,Ninguno,12,Ambos,632065,493966,True,71
Íngrid,Rozas,214190,Gmlu.ygwns@hotmail.com,214190,24,Agente de bolsa,Jubilación,Conservador,Inversión,Bonos,Básico,12,Ambos,688285,460906,True,52
Mercedes,Fernandez,404727,Lxicdtc.swzrt@hotmail.com,404727,36,Otros,Proyectos largo plazo,Conservador,Inversión,ETFS,Avanzado,6,Ambos,436150,335154,True,64
Leandro,Barba,869556,Lahaviwk.uexonnso@hotmail.com,869556,24,Modelos de moda,Vacaciones,Conservador,Inversión,Otros,Ninguno,9,Ambos,622710,478805,True,8
Isidro,Navarrete,119471,Jpqzjbyw.aitzicvlmc@yahoo.com,119471,34,Chapistas y caldereros,Imprevistos,Conservador,Inversión,Bonos,Avanzado,3,Dependiente,499041,284211,True,83
Silvia,Menéndez,124739,Hhsko.fewmuk@gmail.com,124739,43,Arquitecto,Vivienda,Conservador,Inversión,Otros,Avanzado,9,Dependiente,710947,705309,True,23
Febe,Montes,715320,Fmsv.mbmqagvb@hotmail.com,715320,28,Agente de bolsa,Otros,Arriesgado,Ahorro,Opción ahorro,Intermedio,9,Dependiente,730768,423729,True,10
Samanta,Fuentes,861516,Plrn.xyhbtbnec@yahoo.com,861516,19,Compositor,Proyectos largo plazo,Conservador,Ahorro,Opción ahorro,Avanzado,3,Dependiente,321289,236074,True,71
América,Guardia,808856,Fvrgegji.oaljo@yahoo.com,808856,37,Agente inmobiliario,Imprevistos,Moderado,Ahorro,Opción ahorro,Básico,9,Ambos,472451,447576,True,13
Gerónimo,Ropero,481134,Zevmn.jqwnbco@outlook.com,481134,23,Actor,Imprevistos,Arriesgado,Ahorro,Opción ahorro,Ninguno,6,Independiente,813410,745727,True,15
Edelmira,Perales,542535,Pxiu.kygphb@hotmail.com,542535,32,Otros,Proyectos largo plazo,Conservador,Inversión,Acciones,Básico,6,Independiente,797740,747777,True,14
Natalia,Larrea,372800,Vtehnanh.dxvwalju@yahoo.com,372800,40,Operador,Educación,Moderado,Inversión,CDF,Avanzado,12,Independiente,591863,581301,True,16
Oriana,Cortina,474193,Skjkhe.kpbnaiw@yahoo.com,474193,25,Médico,Vacaciones,Arriesgado,Ahorro,Opción ahorro,Intermedio,12,Ambos,706972,560396,True,65
Ana,Madrigal,536371,Wkccro.dmixwpdsd@outlook.com,536371,24,Músico,Imprevistos,Arriesgado,Ahorro,Opción ahorro,Ninguno,3,Independiente,351054,267841,True,78
Juan bautista,Falcó,803817,Xruhssb.ivmbu@yahoo.com,803817,30,Psicólogos,Proyectos largo plazo,Moderado,Inversión,ETFS,Básico,9,Independiente,430071,342019,True,84
Jose carlos,Dueñas,915937,Uwgdxwe.uvebrllf@hotmail.com,915937,50,Operador,Vivienda,Moderado,Inversión,ETFS,Básico,6,Ambos,582815,320461,True,100
Regina,Pavón,422177,Jhggdh.ajbcyc@gmail.com,422177,38,Químico,Jubilación,Arriesgado,Ahorro,Opción ahorro,Avanzado,6,Dependiente,373514,238487,True,55
Danilo,Moliner,309023,Opcq.vebnoyafi@yahoo.com,309023,58,Piloto,Imprevistos,Moderado,Ahorro,Opción ahorro,Avanzado,9,Independiente,677291,576777,True,5
Clemente,Ortiz,562851,Typpnsup.wddchub@gmail.com,562851,29,Ingeniero mecánico,Otros,Moderado,Inversión,CDEARS,Ninguno,6,Dependiente,839700,654836,True,30
Jose,Alcázar,890970,Ucefpg.jmakouhlql@gmail.com,890970,53,Personal doméstico,Vivienda,Arriesgado,Inversión,Otros,Avanzado,3,Ambos,826847,572699,True,4
Norberto,Briones,594803,Xqyomc.hqkwji@outlook.com,594803,22,Bombero,Imprevistos,Moderado,Inversión,Acciones,Ninguno,9,Dependiente,525771,345925,True,38
Jacinto,Alba,820415,Mkhol.knbxv@yahoo.com,820415,43,Otros,Jubilación,Arriesgado,Ahorro,Opción ahorro,Básico,12,Independiente,410980,295805,True,9
Trinidad,Heras,439075,Apyhay.mgmrt@yahoo.com,439075,48,Otros,Jubilación,Conservador,Ahorro,Opción ahorro,Básico,6,Ambos,652001,558189,True,6
Noa,Pozuelo,940677,Xzjnc.nfujgwube@gmail.com,940677,35,Soldador,Proyectos largo plazo,Conservador,Ahorro,Opción ahorro,Ninguno,6,Independiente,381240,353722,True,88
María jesús,Martin,496978,Raykxee.pcnoel@outlook.com,496978,64,Agente de seguros,Proyectos largo plazo,Arriesgado,Ahorro,Opción ahorro,Avanzado,3,Jubilación,659293,396968,True,19
Cristina,Peral,691106,Ditn.vdpyepfpov@outlook.com,691106,38,Otros,Jubilación,Conservador,Ahorro,Opción ahorro,Básico,12,Dependiente,763532,438906,True,85
Aarón,Galan,872709,Iryoug.ylwccdp@hotmail.com,872709,61,Físicos,Proyectos largo plazo,Moderado,Inversión,ETFS,Intermedio,12,Dependiente,608666,463418,True,89
Lorena,Amador,878109,Vxkqoap.pdhdnivwoo@yahoo.com,878109,59,Agentes público,Vivienda,Moderado,Ahorro,Opción ahorro,Básico,9,Dependiente,320845,255734,True,45
Geraldo,Puente,815936,Ystcxnhd.esspkxl@gmail.com,815936,26,Agentes público,Vacaciones,Conservador,Ahorro,Opción ahorro,Básico,3,Ambos,865662,572865,True,18
Noa,Moya,439736,Oekt.cfkgffncfe@outlook.com,439736,38,Ingeniero químico,Educación,Conservador,Ahorro,Opción ahorro,Intermedio,3,Ambos,501795,272702,True,90
Ester,Córdoba,640013,Pdzkcqn.zpfaswftor@yahoo.com,640013,65,Otros,Libertad financiera,Moderado,Inversión,CDF,Intermedio,6,Jubilación,838684,637498,True,59
Bernardo,Murcia,615639,Lkve.flffrtpmsl@hotmail.com,615639,42,Químico,Educación,Conservador,Inversión,ETFS,Intermedio,12,Independiente,708132,435679,True,37
Febe,Jaén,615109,Klesb.jqnmn@gmail.com,615109,69,Operador de máquina,Jubilación,Conservador,Inversión,CDF,Básico,12,Jubilación,376770,306709,True,15
Paca,Roma,299763,Wqgfy.dxdlpolxeg@outlook.com,299763,41,Otros,Proyectos largo plazo,Conservador,Ahorro,Opción ahorro,Básico,3,Ambos,612839,558034,True,57
Felipe,Gálvez,545602,Ywuszpsf.jzobx@gmail.com,545602,55,Agentes comerciales y corredores,Educación,Arriesgado,Inversión,Acciones,Básico,3,Dependiente,749862,699701,True,4
Xiomara,Alvarez,947881,Mdrth.vipvjsvy@gmail.com,947881,24,Personal doméstico,Otros,Conservador,Ahorro,Opción ahorro,Intermedio,12,Ambos,738616,452080,True,26
Rufina,Villaverde,746259,Bynwkx.aczwykfek@hotmail.com,746259,21,Farmacólogos,Imprevistos,Moderado,Ahorro,Opción ahorro,Intermedio,3,Independiente,294266,156797,True,3
Marc,Múñiz,352412,Kfomwfz.ovjmfbie@yahoo.com,352412,61,Conductor,Vivienda,Moderado,Ahorro,Opción ahorro,Básico,6,Dependiente,760358,662364,True,16
Atilio,Figuerola,277929,Uifxpaxx.xchbma@outlook.com,277929,67,Personal doméstico,Proyectos largo plazo,Moderado,Inversión,Otros,Intermedio,9,Ambos,498350,293188,True,9
Lucía,Corbacho,135092,Enupb.unhxmw@yahoo.com,135092,43,Profesor,Libertad financiera,Conservador,Inversión,ETFS,Intermedio,12,Independiente,757857,420391,True,16
Juana,Velázquez,497612,Ugrbelx.dswgcpbpy@yahoo.com,497612,68,Ingeniero de telecomunicaciones,Educación,Moderado,Inversión,ETFS,Intermedio,12,Dependiente,311095,195782,True,6
Feliciano,Mateu,245791,Binn.slmyzqzvvg@hotmail.com,245791,47,Locutores de radio y televisión y afines,Proyectos largo plazo,Moderado,Inversión,ETFS,Intermedio,3,Independiente,819285,664541,True,54
Clímaco,Zurita,238941,Cquuap.vnxksssn@gmail.com,238941,66,Ingeniero civil,Otros,Moderado,Ahorro,Opción ahorro,Intermedio,3,Independiente,415260,344451,True,6
Alba,Bueno,395868,Ezrcn.nmaqt@gmail.com,395868,60,Policía,Proyectos largo plazo,Moderado,Ahorro,Opción ahorro,Básico,9,Independiente,718259,568166,True,75
Epifanio,Lobato,918471,Wzddcsoa.mihxya@outlook.com,918471,29,Agentes público,Otros,Moderado,Ahorro,Opción ahorro,Intermedio,3,Dependiente,414304,400427,True,83
Alejandro,Hoz,245785,Pdmm.rywnxnjkz@hotmail.com,245785,25,Piloto,Vivienda,Arriesgado,Ahorro,Opción ahorro,Intermedio,12,Independiente,404310,306004,True,15
Damián,Ortega,905300,Emwit.ptqinkfbfg@outlook.com,905300,32,Agrónomo,Jubilación,Arriesgado,Inversión,Otros,Intermedio,3,Dependiente,383201,356427,True,10
Mariana,Pujol,988740,Emqas.ownecfcgbe@gmail.com,988740,24,Operadores de equipos de radiodifusión,Jubilación,Arriesgado,Inversión,CDEARS,Avanzado,3,Dependiente,775335,428900,True,86
Roberto,Pla,995833,Awsql.kczwts@hotmail.com,995833,24,Matemático,Educación,Arriesgado,Ahorro,Opción ahorro,Intermedio,9,Ambos,454001,285531,True,51
Fabiana,Vera,395282,Cpbyw.mszjxxw@hotmail.com,395282,52,Filósofos,Otros,Conservador,Inversión,CDF,Básico,12,Ambos,573242,300978,True,34
Mirta,Ferrández,619651,Vrwcw.bfhmfcys@hotmail.com,619651,41,Otros,Libertad financiera,Moderado,Ahorro,Opción ahorro,Intermedio,3,Independiente,687263,448328,True,29
Ruy,Corominas,875070,Bdoz.hporhfcdof@gmail.com,875070,66,Asistente veterinario,Vacaciones,Conservador,Inversión,ETFS,Intermedio,9,Dependiente,739178,670212,True,29
Fabiana,Pellicer,201707,Rfmormd.rwkklmtnj@yahoo.com,201707,66,Otros,Vacaciones,Moderado,Inversión,CDF,Intermedio,6,Jubilación,522028,395491,True,2
Inocencio,Gómez,717314,Iatjzwx.kvose@yahoo.com,717314,49,Directores general,Imprevistos,Moderado,Inversión,CDF,Ninguno,3,Ambos,493601,321069,True,44
Francisco,Somoza,246297,Cllgnylf.yloci@outlook.com,246297,41,Operador de máquina,Educación,Arriesgado,Inversión,ETFS,Intermedio,6,Ambos,804846,508245,True,85
María,Gomila,156379,Tjoq.fgkmjgnbh@outlook.com,156379,23,Cartógrafos y agrimensores,Imprevistos,Moderado,Inversión,ETFS,Ninguno,6,Independiente,309935,306797,True,13
Chita,Cepeda,173500,Qazkemvq.pvbaqrhsmv@hotmail.com,173500,47,Asistente veterinario,Jubilación,Conservador,Ahorro,Opción ahorro,Avanzado,3,Ambos,819805,764734,True,14
Máximo,Díez,467218,Nyai.wwajnlrbbz@hotmail.com,467218,23,Mozos y taberneros,Vacaciones,Arriesgado,Inversión,CDEARS,Intermedio,3,Dependiente,714448,641390,True,65
Vinicio,Tejera,513799,Agfaoeee.pchjvyd@hotmail.com,513799,37,Ingeniero electricista,Vacaciones,Arriesgado,Inversión,ETFS,Básico,3,Dependiente,575807,557249,True,81
Pepita,Muro,439975,Bnvfwxj.misjm@hotmail.com,439975,50,Agente de viaje,Educación,Arriesgado,Inversión,Otros,Avanzado,12,Ambos,315608,281100,True,29
Ágata,Vera,616046,Kvatax.mgfzuaii@outlook.com,616046,30,Músico,Educación,Moderado,Ahorro,Opción ahorro,Básico,9,Independiente,435334,310226,True,16
Nicodemo,Briones,490535,Tdxg.przncqcydn@yahoo.com,490535,63,Otros,Libertad financiera,Arriesgado,Inversión,CDF,Intermedio,12,Independiente,851469,812753,True,22
Palmira,Río,283842,Ixtb.hmbfmzwcyt@hotmail.com,283842,26,Farmacéutico,Vivienda,Moderado,Inversión,CDF,Ninguno,3,Independiente,336232,265613,True,31
Maximiliano,Peral,105565,Jaykq.qoqhpvx@hotmail.com,105565,36,Gerentes de empresas,Libertad financiera,Moderado,Inversión,CDEARS,Básico,6,Independiente,405352,319715,True,40
Felicia,Benavent,982684,Eexwrgup.baphmwyp@hotmail.com,982684,57,Actor,Imprevistos,Arriesgado,Inversión,ETFS,Ninguno,9,Dependiente,687457,409350,True,4
Manuel,Piña,874029,Sjpwndv.opcfakbihe@hotmail.com,874029,62,Programador informático,Libertad financiera,Conservador,Ahorro,Opción ahorro,Intermedio,6,Dependiente,525115,336545,True,9
Manolo,Bermejo,138696,Jigxuj.cpusfii@gmail.com,138696,63,Agente de bolsa,Vivienda,Moderado,Ahorro,Opción ahorro,Básico,3,Independiente,629272,543540,True,45
Toni,Aguilera,855546,Mlxic.yjydr@hotmail.com,855546,34,Ingenieros de minas,Proyectos largo plazo,Arriesgado,Ahorro,Opción ahorro,Intermedio,6,Dependiente,357678,183246,True,88
Lupita,Noriega,750350,Xsfml.wdyvfzjhn@gmail.com,750350,54,Farmacólogos,Proyectos largo plazo,Conservador,Ahorro,Opción ahorro,Básico,6,Dependiente,432712,281652,True,37
Nicanor,Abascal,702310,Lvagcyh.dudktemhj@yahoo.com,702310,44,Odontólogo,Educación,Arriesgado,Inversión,Acciones,Básico,12,Ambos,360061,249825,True,87
Eulalia,Iglesia,703660,Sgssbzju.aupaftzukm@outlook.com,703660,69,Agrónomo,Proyectos largo plazo,Conservador,Ahorro,Opción ahorro,Ninguno,6,Independiente,531867,523480,True,44
Modesto,Rivera,813621,Apsc.rtswimqc@outlook.com,813621,27,Farmacéutico,Vacaciones,Conservador,Inversión,Otros,Básico,12,Independiente,874521,719331,True,52
Lara,Carbajo,986212,Uaczm.rgzthuqif@yahoo.com,986212,52,Ingenieros de minas,Libertad financiera,Conservador,Inversión,CDEARS,Básico,12,Independiente,794873,705962,True,84
Marcos,Grau,780533,Pqgsmic.bwkfp@hotmail.com,780533,65,Veterinario,Vacaciones,Moderado,Ahorro,Opción ahorro,Avanzado,6,Dependiente,443964,254008,True,14
Gervasio,Roldán,933506,Akytpz.lmkufrrzmd@gmail.com,933506,59,Otros,Proyectos largo plazo,Arriesgado,Ahorro,Opción ahorro,Intermedio,12,Ambos,343881,316449,True,17
Maricela,Palomares,480421,Lqbdbm.yotrv@hotmail.com,480421,57,Diseñador de interiores,Imprevistos,Conservador,Ahorro,Opción ahorro,Básico,6,Independiente,417661,221365,True,18
Apolonia,Zapata,104374,Ohdymsp.gumjcx@gmail.com,104374,45,Otros,Vacaciones,Arriesgado,Inversión,Acciones,Básico,9,Dependiente,662504,340821,True,85
Agustín,Llopis,705027,Ahkdasq.hzjnfdlsj@gmail.com,705027,49,Odontólogo,Educación,Moderado,Inversión,Acciones,Ninguno,3,Independiente,402251,314367,True,11
Ruperto,Porras,911315,Jhpbzh.pofhxi@gmail.com,911315,42,Químico,Imprevistos,Conservador,Ahorro,Opción ahorro,Ninguno,3,Jubilación,549481,308170,True,2
Anselma,Colom,551741,Kkgxate.tfvydibn@hotmail.com,551741,46,Conductor,Otros,Arriesgado,Inversión,Otros,Básico,3,Dependiente,397724,249203,True,29
Bruno,Ariza,679173,Nxoi.yoqmjwzbzw@yahoo.com,679173,53,Secretaria,Proyectos largo plazo,Conservador,Inversión,Otros,Intermedio,6,Independiente,698144,582230,True,80
Eusebio,Escribano,408290,Rbbycgy.igeawmr@gmail.com,408290,22,Arquitecto,Educación,Arriesgado,Ahorro,Opción ahorro,Avanzado,6,Independiente,878547,869223,True,98
Judith,Arias,613766,Yyilu.yyvrnpmsy@yahoo.com,613766,43,Otros,Vivienda,Arriesgado,Inversión,Bonos,Intermedio,6,Ambos,513292,314271,True,87
Dora,Crespi,393052,Cdpg.guwaruqc@gmail.com,393052,45,Soldador,Vacaciones,Arriesgado,Inversión,CDF,Básico,12,Independiente,702185,624765,True,21
Jose luis,Mínguez,807178,Szqoxj.urzdrinp@gmail.com,807178,69,Secretaria,Educación,Arriesgado,Ahorro,Opción ahorro,Básico,12,Ambos,541870,371588,True,91
Visitación,Rey,115440,Bxvnxxn.igomjmnizb@yahoo.com,115440,26,Otros,Educación,Arriesgado,Inversión,ETFS,Básico,3,Dependiente,385305,288549,True,15
Abigaíl,Amores,456184,Splu.stzzaglofe@outlook.com,456184,35,Cocinero,Otros,Moderado,Ahorro,Opción ahorro,Avanzado,12,Dependiente,541578,273095,True,71
Teresa,Manuel,623392,Rcfpihsu.yeqwd@gmail.com,623392,68,Técnicos en seguridad aeronáutica,Imprevistos,Conservador,Ahorro,Opción ahorro,Básico,6,Jubilación,367026,358056,True,28
Macario,Reig,844802,Mbaghb.eiejpc@yahoo.com,844802,39,Psicólogos,Imprevistos,Moderado,Ahorro,Opción ahorro,Intermedio,12,Dependiente,863904,592421,True,17
Lucho,Baeza,697775,Ahpica.lohxajp@yahoo.com,697775,32,Diseñador de interiores,Jubilación,Moderado,Ahorro,Opción ahorro,Básico,3,Independiente,385805,280552,True,97
Julio césar,Serra,107905,Henvyay.eosfvuhuop@hotmail.com,107905,69,Policía,Educación,Arriesgado,Ahorro,Opción ahorro,Ninguno,12,Dependiente,579594,314043,True,42
Rafaela,Barral,841197,Bplzueka.crtfuy@outlook.com,841197,61,Ingeniero químico,Vacaciones,Conservador,Ahorro,Opción ahorro,Intermedio,9,Jubilación,754451,398425,True,41
Beatriz,Duran,819025,Qspwudtc.gznqowxvq@hotmail.com,819025,56,Diseñador de interiores,Proyectos largo plazo,Moderado,Ahorro,Opción ahorro,Básico,6,Independiente,369974,306741,True,98
Bernardo,Company,892880,Lzqeolm.hipkakh@hotmail.com,892880,40,Escritor,Vacaciones,Moderado,Ahorro,Opción ahorro,Avanzado,3,Independiente,872670,446724,True,58
Inocencio,Alcalá,466293,Gsxamxhf.upurmtdtq@outlook.com,466293,21,Físicos,Educación,Arriesgado,Ahorro,Opción ahorro,Intermedio,3,Dependiente,363202,247986,True,40
Jose ramón,Barceló,137577,Vdyupl.rzlsrgook@hotmail.com,137577,48,Mozos y taberneros,Libertad financiera,Arriesgado,Inversión,Otros,Intermedio,3,Ambos,553227,424447,True,54
Maribel,Morcillo,466082,Kyvjgywo.lnrwimvq@hotmail.com,466082,27,Psicólogos,Imprevistos,Arriesgado,Inversión,ETFS,Avanzado,9,Independiente,573921,306969,True,89
Miguel ángel,Gallo,476792,Vsyi.psfbxhevkg@hotmail.com,476792,23,Operador de máquina,Jubilación,Conservador,Ahorro,Opción ahorro,Intermedio,9,Independiente,498556,472672,True,14
Mauricio,Morata,647197,Wscrmsjc.rltpxyhps@outlook.com,647197,54,Ingeniero de telecomunicaciones,Vivienda,Arriesgado,Ahorro,Opción ahorro,Intermedio,12,Ambos,287485,149838,True,3
Fabricio,Miranda,383100,Edttuf.ptpeyb@outlook.com,383100,38,Agente de viaje,Vivienda,Moderado,Inversión,ETFS,Intermedio,9,Dependiente,366275,286970,True,57
Francisco javier,Duarte,117307,Rfjryn.eybbkltor@outlook.com,117307,68,Diseñador de interiores,Proyectos largo plazo,Moderado,Ahorro,Opción ahorro,Básico,3,Dependiente,603593,518436,True,68
Melisa,Talavera,474841,Faqeagkc.lijta@gmail.com,474841,41,Creadores y analistas de sistemas informáticos,Imprevistos,Moderado,Ahorro,Opción ahorro,Avanzado,9,Independiente,849170,608190,True,3
Carmelo,Mateo,597458,Tjyru.hmcmktx@outlook.com,597458,53,Operador de máquina,Educación,Conservador,Ahorro,Opción ahorro,Avanzado,6,Independiente,834131,613790,True,2
Nicodemo,Peláez,786049,Vpocumd.fwvond@hotmail.com,786049,68,Cocinero,Vivienda,Arriesgado,Inversión,CDEARS,Ninguno,3,Dependiente,288017,235551,True,84
Adán,Tur,313360,Pemwbe.erfskq@yahoo.com,313360,19,Conserje,Proyectos largo plazo,Conservador,Inversión,CDEARS,Básico,6,Dependiente,322248,183987,True,87
Adoración,Dominguez,780724,Xvztqso.bvuhii@hotmail.com,780724,50,Músico,Jubilación,Conservador,Inversión,Bonos,Básico,9,Independiente,639575,416132,True,4
Chus,Ferrán,263886,Ufxcnkja.wvvjhunvo@yahoo.com,263886,29,Otros,Jubilación,Conservador,Ahorro,Opción ahorro,Básico,12,Independiente,776770,683028,True,29
Esmeralda,Carrión,814860,Jeureep.afimkxjd@hotmail.com,814860,52,Cartógrafos y agrimensores,Vacaciones,Conservador,Ahorro,Opción ahorro,Ninguno,9,Jubilación,392498,282181,True,99
Renata,Vaquero,694191,Btco.dkrodvhj@gmail.com,694191,24,Biólogo,Proyectos largo plazo,Conservador,Inversión,CDEARS,Básico,12,Independiente,298895,292511,True,84
María,Redondo,702039,Cjprahqc.jowleja@gmail.com,702039,70,Profesionales del trabajo social,Proyectos largo plazo,Conservador,Ahorro,Opción ahorro,Avanzado,9,Dependiente,819000,566631,True,32
Sebastián,Cáceres,180701,Twghr.tnltokusbv@yahoo.com,180701,40,Policía,Otros,Arriesgado,Inversión,Acciones,Básico,9,Ambos,653761,431477,True,23
Valentín,Baró,469167,Ztoc.kytzpm@yahoo.com,469167,32,Fotógrafo,Jubilación,Conservador,Ahorro,Opción ahorro,Ninguno,6,Independiente,722149,529563,True,16
Marco,Ricart,801579,Mkdp.lusdzsr@yahoo.com,801579,70,Arquitecto,Otros,Moderado,Inversión,CDEARS,Avanzado,3,Independiente,542210,404836,True,75
Clemente,Reina,930633,Rqid.habwgso@hotmail.com,930633,40,Técnicos en seguridad aeronáutica,Vacaciones,Arriesgado,Inversión,Bonos,Intermedio,6,Dependiente,527394,290793,True,17
Raimundo,Manuel,361365,Sgtf.bqthxec@outlook.com,361365,37,Ingeniero mecánico,Educación,Conservador,Ahorro,Opción ahorro,Básico,3,Ambos,675711,348720,True,100
Evita,Lledó,893347,Ashl.bhnyfhrm@yahoo.com,893347,54,Recepcionista,Proyectos largo plazo,Arriesgado,Inversión,CDF,Avanzado,9,Independiente,295939,214014,True,98
Virgilio,Buendía,399946,Xuyr.rtltylxsx@gmail.com,399946,47,Ingeniero de telecomunicaciones,Vacaciones,Moderado,Ahorro,Opción ahorro,Ninguno,12,Dependiente,712388,501865,True,3
Adriana,Amigó,740691,Vazjuh.pgfyzemxo@outlook.com,740691,54,Piloto,Otros,Moderado,Ahorro,Opción ahorro,Intermedio,3,Jubilación,683537,546803,True,22
Felipa,Riquelme,113721,Yymref.denqsm@outlook.com,113721,44,Técnico,Imprevistos,Conservador,Ahorro,Opción ahorro,Ninguno,6,Jubilación,453761,308445,True,31
Guadalupe,Aroca,147745,Zvkhkwb.thipxi@gmail.com,147745,48,Otros,Vacaciones,Moderado,Inversión,ETFS,Avanzado,12,Dependiente,301849,223259,True,88
Charo,Díez,906030,Xzuj.hlrychmbvd@gmail.com,906030,36,Dentista,Imprevistos,Arriesgado,Ahorro,Opción ahorro,Intermedio,9,Ambos,812284,637784,True,99
Damián,Torrijos,331500,Veuznkcy.hlvtqt@gmail.com,331500,35,Operadores de equipos de radiodifusión,Imprevistos,Arriesgado,Ahorro,Opción ahorro,Básico,12,Dependiente,879323,506697,True,55
Moisés,Roca,988845,Btgr.mjjjwzs@gmail.com,988845,38,Químico,Educación,Moderado,Inversión,Bonos,Intermedio,9,Dependiente,870924,774084,True,96
Nazaret,Sáenz,531270,Xhffest.vnaies@hotmail.com,531270,28,Locutores de radio y televisión y afines,Libertad financiera,Arriesgado,Ahorro,Opción ahorro,Avanzado,9,Dependiente,836602,509360,True,53
